policy,mean_ms,p50_ms,p90_ms
raw,0.11670794871703877,0.10757499995861508,0.15026039999952445
weak,0.1413131923059679,0.14050549998501083,0.18455629997333742
pseudo,0.15979111538382101,0.14381600001911465,0.19389899996440363
redact,0.15065933333438317,0.1491129999919849,0.19468269999833865
adaptive,1.1557659615357936,1.02422299997329,1.185706400002573
